from_label,Crops,TreeCrops,Forest,Grassland,Urban,Water,Other
Crops,15916.0,0.0,15.0,133.0,0.0,0.0,3.0
TreeCrops,0.0,6197.0,44.0,57.0,0.0,0.0,0.0
Forest,0.0,1.0,3164.0,1.0,0.0,0.0,0.0
Grassland,2.0,0.0,0.0,4811.0,0.0,0.0,0.0
Urban,2.0,0.0,0.0,5.0,2648.0,0.0,0.0
Water,0.0,0.0,0.0,0.0,0.0,161.0,0.0
Other,0.0,0.0,0.0,0.0,0.0,0.0,28.0
