from_label,Crops,TreeCrops,Forest,Grassland,Urban,Water,Other
Crops,99.59491806297183,0.0015344012766218623,0.2930706438347757,0.11047689191677407,0.0,0.0,0.0
TreeCrops,0.0,100.0,0.0,0.0,0.0,0.0,0.0
Forest,0.09456637377359234,0.0,99.79510619015721,0.11032743606919106,0.0,0.0,0.0
Grassland,0.09511254985065662,0.0,0.29034357322832016,99.61454387692102,0.0,0.0,0.0
Urban,0.0,0.0,0.0,0.0,100.0,0.0,0.0
Water,0.0,0.0,0.0,0.0,0.0,100.0,0.0
Other,0.0,0.0,0.0,0.0,0.0,0.0,100.0
