from_label,Crops,TreeCrops,Forest,Grassland,Urban,Water,Other
Crops,49629.0,4.0,17.0,40.0,1.0,0.0,0.0
TreeCrops,0.0,107.0,0.0,0.0,0.0,0.0,0.0
Forest,122.0,220.0,240704.0,470.0,8.0,0.0,4.0
Grassland,162.0,73.0,65.0,170843.0,4.0,0.0,1.0
Urban,0.0,0.0,0.0,0.0,676.0,0.0,0.0
Water,0.0,0.0,0.0,0.0,0.0,2162.0,0.0
Other,1.0,0.0,0.0,2.0,0.0,0.0,1362.0
