from_label,Crops,TreeCrops,Forest,Grassland,Urban,Water,Other
Crops,46554.0,0.0,22.0,119.0,22.0,0.0,32.0
TreeCrops,0.0,2360.0,7.0,13.0,0.0,0.0,0.0
Forest,2.0,0.0,6386.0,19.0,0.0,0.0,0.0
Grassland,52.0,0.0,148.0,221689.0,1.0,0.0,1242.0
Urban,0.0,0.0,0.0,0.0,8993.0,0.0,0.0
Water,0.0,0.0,0.0,0.0,0.0,8659.0,0.0
Other,2.0,0.0,0.0,55.0,2.0,0.0,151980.0
