from_label,Crops,TreeCrops,Forest,Grassland,Urban,Water,Other
Crops,46690.0,2.0,8.0,35.0,2.0,0.0,0.0
TreeCrops,9.0,5459.0,0.0,7.0,0.0,0.0,3.0
Forest,68.0,36.0,531171.0,1314.0,3.0,0.0,31.0
Grassland,6.0,41.0,118.0,304180.0,9.0,0.0,14.0
Urban,0.0,0.0,0.0,0.0,4397.0,0.0,0.0
Water,0.0,0.0,0.0,0.0,0.0,11167.0,0.0
Other,0.0,0.0,0.0,5.0,0.0,0.0,9081.0
