from_label,Crops,TreeCrops,Forest,Grassland,Urban,Water,Other
Crops,19353.0,23.0,364.0,600.0,7.0,0.0,2.0
TreeCrops,0.0,27.0,0.0,1.0,0.0,0.0,0.0
Forest,324.0,0.0,30575.0,208.0,2.0,0.0,0.0
Grassland,598.0,1.0,240.0,10674.0,5.0,0.0,0.0
Urban,2.0,0.0,0.0,5.0,251.0,0.0,0.0
Water,0.0,0.0,0.0,0.0,0.0,822.0,0.0
Other,2.0,0.0,1.0,1.0,0.0,0.0,43.0
