from_label,Crops,TreeCrops,Forest,Grassland,Urban,Water,Other
Crops,2147.0,0.0,1.0,6.0,0.0,0.0,1.0
TreeCrops,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Forest,2.0,0.0,12542.0,20.0,1.0,0.0,2.0
Grassland,24.0,0.0,40.0,4638.0,2.0,0.0,28.0
Urban,0.0,0.0,0.0,1.0,475.0,0.0,0.0
Water,0.0,0.0,0.0,0.0,0.0,20.0,0.0
Other,0.0,0.0,0.0,3.0,0.0,0.0,263.0
