from_label,Crops,TreeCrops,Forest,Grassland,Urban,Water,Other
Crops,68908.0,0.0,0.0,18.0,0.0,0.0,9.0
TreeCrops,0.0,23.0,0.0,0.0,0.0,0.0,0.0
Forest,0.0,0.0,77211.0,8.0,0.0,0.0,0.0
Grassland,17.0,0.0,7.0,429808.0,15.0,0.0,499.0
Urban,0.0,0.0,0.0,0.0,778.0,0.0,0.0
Water,0.0,0.0,0.0,0.0,0.0,2953.0,0.0
Other,10.0,0.0,1.0,491.0,0.0,0.0,680433.0
