from_label,Crops,TreeCrops,Forest,Grassland,Urban,Water,Other
Crops,347388.0,0.0,20.0,77.0,0.0,0.0,1.0
TreeCrops,0.0,5845.0,2.0,18.0,0.0,0.0,0.0
Forest,54.0,0.0,90677.0,99.0,0.0,0.0,0.0
Grassland,163.0,1.0,101.0,97210.0,0.0,0.0,3.0
Urban,2.0,0.0,13.0,0.0,15660.0,0.0,0.0
Water,0.0,0.0,0.0,0.0,0.0,10733.0,0.0
Other,9.0,0.0,0.0,11.0,0.0,0.0,2319.0
