from_label,Crops,TreeCrops,Forest,Grassland,Urban,Water,Other
Crops,65.0,0.0,0.0,0.0,0.0,0.0,0.0
TreeCrops,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Forest,0.0,0.0,49.0,0.0,0.0,0.0,0.0
Grassland,0.0,0.0,0.0,1331.0,0.0,0.0,0.0
Urban,0.0,0.0,0.0,0.0,234.0,0.0,0.0
Water,0.0,0.0,0.0,0.0,0.0,39.0,0.0
Other,33.0,0.0,1.0,0.0,12.0,0.0,15439.0
