from_label,Crops,TreeCrops,Forest,Grassland,Urban,Water,Other
Crops,230.0,0.0,1.0,0.0,0.0,0.0,0.0
TreeCrops,0.0,109.0,36.0,0.0,0.0,0.0,0.0
Forest,3.0,11.0,143028.0,4.0,0.0,0.0,0.0
Grassland,0.0,0.0,0.0,369.0,0.0,0.0,0.0
Urban,0.0,0.0,0.0,0.0,78.0,0.0,0.0
Water,0.0,0.0,0.0,0.0,0.0,1825.0,0.0
Other,0.0,0.0,0.0,0.0,0.0,0.0,2.0
