from_label,Crops,TreeCrops,Forest,Grassland,Urban,Water,Other
Crops,31919.0,0.0,58.0,274.0,14.0,0.0,8.0
TreeCrops,0.0,1885.0,0.0,2.0,0.0,0.0,0.0
Forest,63.0,0.0,36963.0,284.0,14.0,0.0,0.0
Grassland,697.0,0.0,615.0,32954.0,76.0,0.0,65.0
Urban,36.0,0.0,33.0,98.0,4633.0,0.0,0.0
Water,0.0,0.0,0.0,0.0,0.0,934.0,0.0
Other,2.0,0.0,11.0,72.0,0.0,0.0,838.0
