from_label,Crops,TreeCrops,Forest,Grassland,Urban,Water,Other
Crops,9568.0,0.0,39.0,2459.0,2.0,0.0,46.0
TreeCrops,1.0,4.0,0.0,21.0,0.0,0.0,0.0
Forest,1.0,0.0,18352.0,158.0,0.0,0.0,3.0
Grassland,91.0,0.0,165.0,20426.0,7.0,0.0,230.0
Urban,0.0,0.0,0.0,1.0,1592.0,0.0,0.0
Water,0.0,0.0,0.0,0.0,0.0,345.0,0.0
Other,0.0,0.0,0.0,13.0,0.0,0.0,359.0
