from_label,Crops,TreeCrops,Forest,Grassland,Urban,Water,Other
Crops,99.26561229574841,0.0,0.28064101555328247,0.4012904241088992,0.05245626458939859,0.0,0.0
TreeCrops,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Forest,0.2975395765782949,0.0,99.24470722868587,0.4043486553499904,0.0534045393858478,0.0,0.0
Grassland,1.0466760961810466,0.0,1.4521452145214522,97.26544082979727,0.23573785950023576,0.0,0.0
Urban,0.02936857562408223,0.0,0.2055800293685756,0.2936857562408223,99.47136563876651,0.0,0.0
Water,0.0,0.0,0.0,0.0,0.0,100.0,0.0
Other,0.0,0.0,0.0,0.0,0.0,0.0,100.0
