from_label,Crops,TreeCrops,Forest,Grassland,Urban,Water,Other
Crops,267545.0,0.0,634.0,2561.0,68.0,0.0,1066.0
TreeCrops,0.0,150.0,0.0,0.0,0.0,0.0,0.0
Forest,844.0,2.0,196632.0,2426.0,60.0,0.0,0.0
Grassland,3464.0,0.0,3036.0,181990.0,243.0,0.0,5751.0
Urban,95.0,0.0,72.0,202.0,6379.0,0.0,0.0
Water,0.0,0.0,0.0,0.0,0.0,12844.0,0.0
Other,2242.0,0.0,547.0,6260.0,49.0,0.0,82437.0
