from_label,Crops,TreeCrops,Forest,Grassland,Urban,Water,Other
Crops,11179.0,4.0,16.0,49.0,1.0,0.0,0.0
TreeCrops,0.0,141.0,2.0,0.0,0.0,0.0,0.0
Forest,76.0,2.0,62882.0,545.0,13.0,0.0,6.0
Grassland,10.0,4.0,51.0,31867.0,1.0,0.0,0.0
Urban,0.0,0.0,0.0,0.0,506.0,0.0,0.0
Water,0.0,0.0,0.0,0.0,0.0,1132.0,0.0
Other,0.0,0.0,0.0,1.0,0.0,0.0,214.0
