from_label,Crops,TreeCrops,Forest,Grassland,Urban,Water,Other
Crops,8620.0,140.0,13.0,24.0,6.0,0.0,2.0
TreeCrops,0.0,74817.0,146.0,5.0,102.0,0.0,4.0
Forest,28.0,930.0,179867.0,625.0,45.0,0.0,49.0
Grassland,67.0,920.0,50.0,38120.0,31.0,0.0,13.0
Urban,0.0,0.0,0.0,0.0,8236.0,0.0,0.0
Water,0.0,0.0,0.0,0.0,0.0,2388.0,0.0
Other,0.0,0.0,0.0,5.0,0.0,0.0,9825.0
