from_label,Crops,TreeCrops,Forest,Grassland,Urban,Water,Other
Crops,1802418.0,93.0,2588.0,4807.0,144.0,0.0,325.0
TreeCrops,0.0,8685.0,0.0,3.0,0.0,0.0,1.0
Forest,1334.0,0.0,2999107.0,8946.0,66.0,0.0,59.0
Grassland,3584.0,9.0,12427.0,3625023.0,491.0,0.0,4789.0
Urban,0.0,0.0,0.0,0.0,98224.0,0.0,0.0
Water,0.0,0.0,0.0,0.0,0.0,276767.0,0.0
Other,340.0,2.0,0.0,2775.0,53.0,0.0,572917.0
